bin	genpergeo	meanlat
BOLD:AAA3795	3.89249294045025e-06	-12.3512307692308
BOLD:AAA3797	1.97746357334995e-06	45.5901370000007
BOLD:AAA3820	6.49293360537153e-05	-12.6435777777778
BOLD:AAA3823	0.000290256728994771	-18.768
BOLD:AAA3826	0.00163179568703569	-14.4366
BOLD:AAA3828	0.000359220735810385	-19.5475294117647
BOLD:AAA3842	0.0253516176132885	16.0302229166667
BOLD:AAA3893	0.000541459257996338	39.4632268292683
BOLD:AAA3894	0.000394160241105998	37.8496166666667
BOLD:AAA3895	0.00377580288075678	52.4222687500001
BOLD:AAA3898	0.00023434673543871	47.9800461538464
BOLD:AAA3905	1.05653033883989e-05	26.73088
BOLD:AAA3906	0.00124109204724663	43.270075
BOLD:AAA3908	4.53325661320445e-06	42.38646
BOLD:AAA3911	6.4396400622067e-05	38.54664
BOLD:AAA3918	0.00239942210812721	55.3625574324323
BOLD:AAA3934	0.00255662012930135	10.8544058139531
BOLD:AAA4053	0.0001620750216562	46.4490909090908
BOLD:AAA4188	0.000891916779555842	46.3678729323307
BOLD:AAA4243	0.000579248305215948	10.8958000000001
BOLD:AAA4310	5.83292210979563e-05	60.0582199999994
BOLD:AAA4312	0.000421205524185131	57.0519193548386
BOLD:AAA4372	0.00741777597542701	-17.9212727272727
BOLD:AAA4380	0.00571803596168879	-18.7853333333333
BOLD:AAA4381	0.066779693527154	-23.83575
BOLD:AAA4385	0.000359532871967231	-17.7553333333334
BOLD:AAA4401	0.00338114070028561	46.5429577464787
BOLD:AAA4404	0.000247175753489336	46.4313846153845
BOLD:AAA4554	0.011888546510045	10.8648547445265
BOLD:AAA4564	0.00150743932332383	10.8978800000003
BOLD:AAA4572	0.260040469244012	19.4988
BOLD:AAA4573	0.000349658469207381	30.0046
BOLD:AAA4575	0.172652343710821	19.4937096774194
BOLD:AAA4577	0.286155708204504	19.4939090909091
BOLD:AAA4581	0.0558401473993797	19.4999259259259
BOLD:AAA4582	0.527975541292219	19.4992
BOLD:AAA4584	0.174087622770015	17.7676
BOLD:AAA4586	0.109476989098704	19.4871666666667
BOLD:AAA4587	1.54726192145421	19.4982
BOLD:AAA4588	0.408947681800178	19.5012307692308
BOLD:AAA4590	0.942234698087288	19.4989090909091
BOLD:AAA4592	0.00327727974623096	19.5021428571429
BOLD:AAA4593	1.05854224118408	19.4987499999998
BOLD:AAA4594	0.254145766404424	19.5012857142857
BOLD:AAA4595	0.336047778061935	19.5014444444444
BOLD:AAA4600	0.464135530486536	19.499
BOLD:AAA4603	0.123175208977587	25.2163263157895
BOLD:AAA4608	0.301375753459173	19.5005
BOLD:AAA4761	0.00168166753519297	10.9746562500001
BOLD:AAA4780	3.44038055754745e-07	49.80668
BOLD:AAA4781	0.000148606281693131	44.0884705128184
BOLD:AAA4782	0.0241810161103725	47.7074913043479
BOLD:AAA4783	0.000783219734183654	47.7410636363636
BOLD:AAA4784	0.0011440482348006	47.5716500000001
BOLD:AAA4785	2.17845672621247e-05	44.4037111111111
BOLD:AAA4787	7.01150596099556e-06	45.65379
BOLD:AAA4788	1.24065710809245e-06	46.81064
BOLD:AAA4789	0	46.5194928571429
BOLD:AAA4790	0.00154470252515844	64.90015625
BOLD:AAA4791	0	59.9863333333333
BOLD:AAA4794	0.00153418944705748	11.45381875
BOLD:AAA4871	0.0132600755708146	10.9219235294118
BOLD:AAA4874	0.0126138988085263	10.8926
BOLD:AAA4975	4.69016074520385e-05	45.3434
BOLD:AAA4977	8.62921195675274e-05	50.1972409190186
BOLD:AAA4978	0.00384965924282056	50.589976595745
BOLD:AAA5004	0.000410811514602155	-18.7121
BOLD:AAA5030	0.00248881040877722	-14.1272526744187
BOLD:AAA5105	0.00894786813677289	10.94196
BOLD:AAA5162	1.74894540480286e-05	-12.9815263157895
BOLD:AAA5341	0.0075384141668773	10.9485833333333
BOLD:AAA5362	0.0016731579615307	10.91525
BOLD:AAA5365	0.0113206427379174	10.9946923076923
BOLD:AAA5517	0.00372444949619423	47.1525129032257
BOLD:AAA5518	0.000156201799373	47.3280285714287
BOLD:AAA5519	0.000521784358870328	49.56935
BOLD:AAA5521	2.46143099013599e-05	46.9881875
BOLD:AAA5522	0.000452146140444819	47.0096584905658
BOLD:AAA5523	0.000175285308458903	47.5995714285714
BOLD:AAA5524	1.74854295318881e-05	46.4163307692307
BOLD:AAA5553	0.00152539562597426	10.9071599999992
BOLD:AAA5571	2.85242411020448e-08	-10.11782
BOLD:AAA5572	1.39573937171929e-05	-20.6189090909091
BOLD:AAA5576	1.98572740395943e-06	-7.05557
BOLD:AAA5578	5.70722781618216e-06	-13.1776807228916
BOLD:AAA5648	0.0265474378851198	10.6730838693463
BOLD:AAA5660	0.00042610981626731	51.0727264367817
BOLD:AAA5680	0.003499151641062	-12.3073684210527
BOLD:AAA5681	0.00121413514955618	-12.2283684210526
BOLD:AAA5700	6.5545265625839e-05	50.3365263157895
BOLD:AAA5701	0.0984973586055666	62.5535999999999
BOLD:AAA5742	0.000735902121169174	-18.4101086956521
BOLD:AAA5743	0.000621407511777908	-15.0564
BOLD:AAA5744	0.00303062349870939	-21.1671666666667
BOLD:AAA5745	0.000359661869586861	-14.9734049586774
BOLD:AAA5746	0.00155187548978874	-20.5877272727273
BOLD:AAA5819	9.23520161511566e-06	49.4960982905985
BOLD:AAA5820	0.022548347651803	45.999625
BOLD:AAA5822	8.24827579362535e-07	61.6119666666667
BOLD:AAA5826	0.000124835880748095	55.9583
BOLD:AAA5827	8.8627432260054e-07	56.96034
BOLD:AAA5829	6.82621299656687e-07	65.6613818181818
BOLD:AAA5830	2.13389904006329e-05	42.83991
BOLD:AAA5835	1.74310539559291e-07	56.56458
BOLD:AAA5845	7.16283261119736e-06	-13.7613375
BOLD:AAA5853	0.000855607930152234	-27.5452857142857
BOLD:AAA5869	0.00112940838869368	10.9139478260869
BOLD:AAA5893	3.13089065364677e-05	47.12333125
BOLD:AAA5895	0.00195582126278722	49.0787666666663
BOLD:AAA5912	0.000496667787941801	45.8371387096775
BOLD:AAA5925	0.00233758706121498	10.9444189189188
BOLD:AAA5971	0.080630642279598	10.94774
BOLD:AAA5973	0.000311317419054118	44.8264351851852
BOLD:AAA5986	0.00271178017199277	48.9554898734183
BOLD:AAA5987	0.000723755473483115	-15.3556612903226
BOLD:AAA6006	1.34155320268549e-05	48.63743220339
BOLD:AAA6046	6.88983750866742e-05	-15.8436086956521
BOLD:AAA6050	7.87729373363342e-05	-12.088
BOLD:AAA6099	8.31626905322947e-06	51.5417870588237
BOLD:AAA6111	0.00136568115661475	11.0034655172414
BOLD:AAA6181	0.0123549231577736	10.9421322580645
BOLD:AAA6182	0.000733104807366845	10.89975
BOLD:AAA6269	0.00107255932718463	10.7286461538459
BOLD:AAA6276	1.50678661586973e-05	49.1965866666666
BOLD:AAA6277	0.000844270559767078	55.7510263157895
BOLD:AAA6278	5.48023324280922e-05	47.5614125
BOLD:AAA6279	0.000280319243528252	46.6982615384615
BOLD:AAA6280	4.27575051824716e-05	47.0544701298704
BOLD:AAA6281	0.000282946776924269	50.2270045454545
BOLD:AAA6283	0.000262235397687279	51.46185
BOLD:AAA6341	0.000201156923106243	49.1936140000002
BOLD:AAA6372	0.000103375685788507	43.78744
BOLD:AAA6373	0.0019698865893233	49.106450442478
BOLD:AAA6374	0.0226137255510321	45.9998260869565
BOLD:AAA6388	0.00396920793386804	10.9743461538459
BOLD:AAA6456	0	-20.4948888888889
BOLD:AAA6458	0	-12.022
BOLD:AAA6508	6.16905860230296e-05	38.1707704225352
BOLD:AAA6564	0.00400188207440774	10.9283888888889
BOLD:AAA6603	0.000499328345612047	10.930026923077
BOLD:AAA6634	0.00397644282205682	10.7998039215686
BOLD:AAA6640	0.000187184120665561	57.8264083333333
BOLD:AAA6667	0.000856344835700378	10.8564866666667
BOLD:AAA6668	0.00165828958121066	10.8816
BOLD:AAA6712	0.000509947151071151	55.8004652173912
BOLD:AAA6713	0.00217315200430647	0.129048636363582
BOLD:AAA6767	3.28094895574779e-05	-20.3962857142857
BOLD:AAA6775	0.00194560112227583	10.9217127659574
BOLD:AAA6994	0.0209093345521593	10.9596470588237
BOLD:AAA7014	0.00150468002288403	10.9607508474575
BOLD:AAA7065	0.0311259276442221	10.9904222222222
BOLD:AAA7073	0.00109177361454055	-20.7535714285714
BOLD:AAA7118	7.02848354695212e-05	44.9737605263161
BOLD:AAA7121	0.000152538449276958	44.3444
BOLD:AAA7129	0.0102302762062126	10.9466086956521
BOLD:AAA7147	0.000697931243435108	53.8593235294117
BOLD:AAA7151	1.10830684481703e-06	61.7719
BOLD:AAA7152	0.0104564185009735	59.1426000000003
BOLD:AAA7153	1.6534662278876e-06	63.0452733333333
BOLD:AAA7171	0.000596284757428373	10.8674969696969
BOLD:AAA7174	0.00490476160669047	10.9053333333333
BOLD:AAA7179	0.000225994569761244	49.4160362745094
BOLD:AAA7181	0.000555966962359027	10.7782097560975
BOLD:AAA7203	0.0525334516379702	35.464041558442
BOLD:AAA7225	0.0261498754441759	10.9168289473684
BOLD:AAA7238	0.00257748904053124	-20.4159787234042
BOLD:AAA7259	0.00135622532079739	10.925
BOLD:AAA7376	0.00338716495342661	10.9394917159765
BOLD:AAA7418	0.000152193822128464	-19.5504
BOLD:AAA7425	0.000137543030951127	-18.946875
BOLD:AAA7427	0.000841942621938582	-13.0553
BOLD:AAA7454	0.00755343177029169	10.8657619047619
BOLD:AAA7513	8.3841959975121e-05	46.3656344827586
BOLD:AAA7526	0.00752344261319444	46.5399876543218
BOLD:AAA7553	0.00692521403997133	10.9481372549019
BOLD:AAA7562	0.000420883758952583	10.8848184079605
BOLD:AAA7593	6.28080126268746e-05	48.5582857142855
BOLD:AAA7636	0.00300931671660714	51.4067897163148
BOLD:AAA7671	5.09387117620588e-05	45.6424095238095
BOLD:AAA7696	0.000947870937003145	51.86944375
BOLD:AAA7697	0.00659874132427912	46.5373125000003
BOLD:AAA7711	0.000376537710617403	-18.96925
BOLD:AAA7713	6.18924487485018e-05	-13.606375
BOLD:AAA7716	0.000110973359771911	-28.3903684210526
BOLD:AAA7723	7.97577887443116e-05	-19.8831818181818
BOLD:AAA7724	0.00059177755832258	-21.4126666666667
BOLD:AAA7725	0.000410833407459104	-18.7331111111111
BOLD:AAA7736	0.000484905620316155	11.0171538461539
BOLD:AAA7749	9.75391338736495e-05	43.3698387096775
BOLD:AAA7795	1.19337336105349e-05	46.1593
BOLD:AAA7848	0.000131776343208876	-21.4896
BOLD:AAA7853	0.000314877028469528	-16.787
BOLD:AAA7867	2.00642820798617e-05	43.550380952381
BOLD:AAA7868	7.47853374231316e-05	39.2225789473684
BOLD:AAA7886	0.000313360867425615	43.5113088235292
BOLD:AAA7887	8.01873733574331e-05	49.7705904761905
BOLD:AAA7981	0.00408154881372172	10.92964
BOLD:AAA8037	0.00249068732005241	10.9211588235294
BOLD:AAA8055	6.78344992044575e-05	49.3824565217391
BOLD:AAA8074	0.0113142677342767	10.9267142857143
BOLD:AAA8075	0.00341211651726921	10.8772916666666
BOLD:AAA8078	0.000349075715953251	59.0458223684208
BOLD:AAA8093	7.23173017164487e-05	-20.2449019607843
BOLD:AAA8178	0.000102659282684738	-19.8225625
BOLD:AAA8260	5.06805914143205e-05	40.5436904761905
BOLD:AAA8289	0.000383369870204465	46.6042125000002
BOLD:AAA8303	1.45938053630955e-05	-8.65706896551726
BOLD:AAA8304	0.000101613014729257	-22.5975476190476
BOLD:AAA8327	0.00181400133234155	10.8509294871793
BOLD:AAA8348	4.95865639135283e-05	46.708625
BOLD:AAA8355	3.20457504991636e-05	48.1720736842105
BOLD:AAA8356	4.6689129252069e-06	46.0832611111111
BOLD:AAA8400	0.00266087503058446	45.2983770114946
BOLD:AAA8401	0.0106291443485332	46.8109953488374
BOLD:AAA8402	0.000918779629938102	47.3480909090909
BOLD:AAA8408	0.000404053456009547	-12.4297428571428
BOLD:AAA8461	3.95249193903764e-06	-14.2725172222222
BOLD:AAA8462	0	-12.304875
BOLD:AAA8464	6.04239112403651e-05	51.6929076923077
BOLD:AAA8465	2.20912373556692e-05	50.5428307692308
BOLD:AAA8466	3.54551699007501e-06	52.43085
BOLD:AAA8468	1.78635430067449e-05	45.7336470588236
BOLD:AAA8470	2.75566043934213e-05	39.2162583333335
BOLD:AAA8658	3.14161925812395e-06	52.5948279069767
BOLD:AAA8732	1.27707113163202e-05	53.1310085714285
BOLD:AAA8769	0.000908280090516372	58.4649846153846
BOLD:AAA8770	2.35575691778358e-05	36.515782142857
BOLD:AAA8790	0.00575678013324456	10.9504411764706
BOLD:AAA8806	4.52388845478113e-06	42.2295111111111
BOLD:AAA8844	0.00644857981492594	10.9536723404255
BOLD:AAA8867	0.00291058734041456	10.9158978873247
BOLD:AAA8869	0.000248674670210692	10.9004714285714
BOLD:AAA8871	5.6110871085798e-06	45.1472666666666
BOLD:AAA8872	0.0695752933218059	45.2690571428572
BOLD:AAA8959	4.52837046015358e-07	50.6606875
BOLD:AAA8998	0.00122777843289217	60.6593333333333
BOLD:AAA9011	0.00114395105254432	10.8484358974359
BOLD:AAA9012	0.000999786564378847	12.1098148148148
BOLD:AAA9048	0.000113923007932468	50.8611225658714
BOLD:AAA9049	0.00461042288414011	40.4396152777779
BOLD:AAA9053	3.71908578104417e-05	42.1581428571429
BOLD:AAA9086	0.00115716949955521	-14.9278571428571
BOLD:AAA9087	0	-21.0818571428571
BOLD:AAA9088	8.14985316274924e-06	-3.8881
BOLD:AAA9089	0.000296972628832248	-16.7348333333333
BOLD:AAA9150	0.00910963812749646	10.9279906666666
BOLD:AAA9172	0.000121035134352809	60.308705084746
BOLD:AAA9192	0.000140033084581593	-16.3480666666667
BOLD:AAA9219	0.00430832790962462	46.4142125000007
BOLD:AAA9309	0.00244155459113173	10.9331590909091
BOLD:AAA9337	5.46277438988797e-05	46.7903680851065
BOLD:AAA9338	0.00130212147772347	48.9559021739132
BOLD:AAA9341	0.000247583495438947	-14.1332
BOLD:AAA9342	0.00038583745865867	-18.9548066666667
BOLD:AAA9378	0.00111677264518173	49.6351833333333
BOLD:AAA9383	8.33596801952659e-07	55.068675
BOLD:AAA9386	0.000158546679277384	52.073154712025
BOLD:AAA9404	0.0175549408659276	55.2019249999999
BOLD:AAA9461	0.0264186456189959	40.9961383435627
BOLD:AAA9474	0.00321048052790092	-10.0785471111111
BOLD:AAA9481	0.000262028148505288	-21.3220833333333
BOLD:AAA9483	5.05781284790557e-05	-16.6011578947368
BOLD:AAA9485	0.0425150679808031	10.927
BOLD:AAA9489	0.000113049132311183	10.8362352941176
BOLD:AAA9495	0	48.0396666666667
BOLD:AAA9553	0.000108331831406112	-11.85085
BOLD:AAA9554	0.0205374314196688	-10.689
BOLD:AAA9555	1.14433085038192e-05	-19.0786
BOLD:AAA9556	0.00020801211779822	-17.7603636363636
BOLD:AAA9641	0.00930881303353127	10.8954
BOLD:AAA9665	0.0475188692109699	58.9288611940298
BOLD:AAA9772	0.0618892662387781	10.8324815789474
BOLD:AAA9799	0.0231018558151853	10.8684545454546
BOLD:AAA9833	0.0110521027377733	10.9103714285714
BOLD:AAA9841	3.29790536080005e-05	57.94806
BOLD:AAA9842	1.14912505103453e-05	45.3226863636365
BOLD:AAA9850	0.00181159449020568	-18.81425
BOLD:AAA9869	0.0118756136899427	-19.9789646153846
BOLD:AAA9871	0.0120749718944986	-18.2680746031746
BOLD:AAA9905	6.94482901304929e-05	40.1607642857143
BOLD:AAA9946	0.00196847306620377	43.0552291666667
BOLD:AAA9953	0.00329242444518231	10.91
BOLD:AAA9959	0.00378116382959832	58.64384375
BOLD:AAA9987	0.000311582061571297	46.4683833333332
BOLD:AAB0087	0.00011296007948288	48.5588701754389
BOLD:AAB0096	0.00726041516481534	43.9616242424244
BOLD:AAB0136	0.0022021083267604	58.3414301886787
BOLD:AAB0152	0.000301185546753931	47.104379245283
BOLD:AAB0185	0.000106097702475036	48.6333927835057
BOLD:AAB0186	1.87338800695024e-06	53.01562
BOLD:AAB0192	6.26170100988524e-07	49.3980050000001
BOLD:AAB0194	4.55097472889161e-06	50.335391666669
BOLD:AAB0195	1.0824936095123e-05	56.62868
BOLD:AAB0257	3.41364088720567e-06	-12.4618260869565
BOLD:AAB0285	0.00357607408592253	-16.8575434782609
BOLD:AAB0351	4.04454707767022e-06	52.77682
BOLD:AAB0353	1.32818123060837e-05	51.1831256410256
BOLD:AAB0361	0.00376803332237922	10.9127042253521
BOLD:AAB0372	0.000596650894094518	47.09546
BOLD:AAB0400	0.000549718022009703	46.6317222222223
BOLD:AAB0505	0.0206582511267111	11.014125
BOLD:AAB0520	0.000768875955460613	53.2482548387095
BOLD:AAB0555	0.00271188334513598	46.9180000000001
BOLD:AAB0556	0.013646549524394	44.8575874999999
BOLD:AAB0594	0.0068845529280199	10.8501499999999
BOLD:AAB0635	0.000202563409377006	-12.2725
BOLD:AAB0636	0	-21.2234
BOLD:AAB0665	0	10.9636666666667
BOLD:AAB0675	0.00331767241067679	10.8292857142857
BOLD:AAB0685	4.62269929873377e-05	-22.1758
BOLD:AAB0687	0.00158193882769374	-12.378375
BOLD:AAB0691	1.94756496545114e-05	-19.43825
BOLD:AAB0695	0.000996394242144371	-21.2356666666667
BOLD:AAB0696	0.000135319568628975	-20.6988
BOLD:AAB0731	0.00215903753387012	10.8820568181819
BOLD:AAB0760	4.86113114372635e-05	40.7216323529412
BOLD:AAB0787	0.00260445327734968	10.9338029411765
BOLD:AAB0798	0.0256001523850337	10.8901703703703
BOLD:AAB0892	0.000255059679796138	46.1961407407407
BOLD:AAB0893	0.000223235847439729	52.5732888888889
BOLD:AAB0894	8.77279256639247e-06	46.9531428571429
BOLD:AAB0930	0.00167472727194783	43.5605791208788
BOLD:AAB0973	6.05912828997974e-05	41.37033
BOLD:AAB0974	0.000119600591374379	39.8083039999999
BOLD:AAB0999	0.00199366933374635	-20.2166923076923
BOLD:AAB1060	0.00055908494969004	55.8911923076923
BOLD:AAB1062	2.26329791182453e-05	45.0770289473684
BOLD:AAB1065	1.37857558067692e-06	52.2044157894737
BOLD:AAB1086	0.00738686807517197	10.9005727272727
BOLD:AAB1090	5.77115694838148e-05	56.0157053571428
BOLD:AAB1091	2.1987557703579e-05	51.0832869565216
BOLD:AAB1123	6.14629008458177e-05	44.3862187500001
BOLD:AAB1129	4.67087171561245e-06	49.1639621621621
BOLD:AAB1188	0.0108884123575935	52.259015357145
BOLD:AAB1281	0.0011758447648378	46.5381301587297
BOLD:AAB1283	4.38782196467505e-06	53.5768285714286
BOLD:AAB1314	0.0136954010958396	60.2720777777777
BOLD:AAB1343	0.000801802361391654	10.8947701149427
BOLD:AAB1385	0.00879896692603686	53.8081840206203
BOLD:AAB1486	0.00882588490726719	10.932684
BOLD:AAB1546	0.00123798187974905	44.9297719999999
BOLD:AAB1571	8.60179377787956e-05	-13.345875
BOLD:AAB1574	0.00101612300584987	-20.1600740740741
BOLD:AAB1576	7.54157678337398e-05	-19.5295
BOLD:AAB1647	0.00021439317257619	-16.8067777777778
BOLD:AAB1652	0	10.8594666666667
BOLD:AAB1653	0.000602923953442627	10.914371875
BOLD:AAB1735	0.0160769240249726	10.9033481927711
BOLD:AAB1777	4.51808647153065e-05	48.0445897435898
BOLD:AAB1785	3.47624275472657e-05	49.02807
BOLD:AAB1797	0.00026384038053257	-14.4763157894736
BOLD:AAB1847	0.00532749280031413	-12.3048
BOLD:AAB1865	1.48656840561938e-05	10.9155555555556
BOLD:AAB1879	0.00510961435858608	47.3114415384615
BOLD:AAB1893	0.000874778640680984	-11.7072727272727
BOLD:AAB1917	0.00207192418389528	10.9079062500001
BOLD:AAB1922	1.9751173770258e-06	56.37948
BOLD:AAB1927	3.26506594630138e-07	5.87056333333333
BOLD:AAB2053	0.00115187708573277	27.078875
BOLD:AAB2150	5.4740894232823e-05	48.7344923076923
BOLD:AAB2228	0.00745302403835516	10.8264380952381
BOLD:AAB2245	7.2146709314607e-05	35.7338666666667
BOLD:AAB2249	0.0050817553614321	58.7362629629629
BOLD:AAB2287	0.00014321580836849	59.0828482758622
BOLD:AAB2288	0.000412182972009043	58.6836356164374
BOLD:AAB2334	0.000297535579217688	10.89679375
BOLD:AAB2407	7.53934471121981e-05	-19.2098
BOLD:AAB2436	0.000131208734144357	10.8968631578947
BOLD:AAB2468	8.2259016224009e-05	10.9041799999999
BOLD:AAB2471	9.5367414498338e-05	10.9067863636364
BOLD:AAB2664	0.0619635711562938	10.9165677419355
BOLD:AAB2707	3.08013332119727e-05	43.9284
BOLD:AAB2708	0.00173440032844491	44.8435449999999
BOLD:AAB2710	0.0117796710346508	10.8703333333333
BOLD:AAB2715	0.0112749743530821	-16.9375196874999
BOLD:AAB2744	0.000545827004950804	43.2263851851852
BOLD:AAB2745	1.05288396513899e-05	43.5773052631579
BOLD:AAB2746	6.93132372469849e-05	45.6030529411764
BOLD:AAB2766	1.57734192707643e-06	51.6801666666667
BOLD:AAB2770	3.79216322660893e-07	47.2608190476191
BOLD:AAB2793	3.64560132846028e-05	35.1995783783782
BOLD:AAB2794	1.50621865165094e-05	36.3368875
BOLD:AAB2795	7.58204710504486e-05	36.92315
BOLD:AAB2796	1.40804506291079e-05	34.1416624999998
BOLD:AAB2826	0.00269486694212007	10.8451044444444
BOLD:AAB2871	1.0090038086565e-05	23.2792674418605
BOLD:AAB2872	0.0182803230623109	10.9402222222222
BOLD:AAB2902	0.0230782938757703	10.979272
BOLD:AAB2933	1.89223779294404e-05	39.89
BOLD:AAB2947	9.38904499824384e-06	49.1428447368421
BOLD:AAB2949	5.48920853106803e-06	49.5935538461538
BOLD:AAB2976	0.0211715820012662	10.92475
